Date,State,Number of Confirmed Cases,Number of Death Cases
5/22/21,New Mexico,201868,4131
5/23/21,New Mexico,201868,4131
5/24/21,New Mexico,202186,4245
5/25/21,New Mexico,202405,4245
5/26/21,New Mexico,202570,4254
5/27/21,New Mexico,202698,4259
5/28/21,New Mexico,202821,4263
5/29/21,New Mexico,202821,4263
5/30/21,New Mexico,202821,4263
5/31/21,New Mexico,202821,4263
6/1/21,New Mexico,203151,4264
6/2/21,New Mexico,203222,4268
6/3/21,New Mexico,203330,4273
6/4/21,New Mexico,203472,4280
6/5/21,New Mexico,203472,4280
6/6/21,New Mexico,203472,4280
6/7/21,New Mexico,203686,4286
6/8/21,New Mexico,203747,4287
6/9/21,New Mexico,203823,4292
6/10/21,New Mexico,203919,4295
6/11/21,New Mexico,204044,4297
6/12/21,New Mexico,204044,4297
6/13/21,New Mexico,204044,4297
6/14/21,New Mexico,204271,4302
6/15/21,New Mexico,204392,4302
6/16/21,New Mexico,204472,4305
6/17/21,New Mexico,204577,4310
6/18/21,New Mexico,204698,4316
6/19/21,New Mexico,204698,4316
6/20/21,New Mexico,204698,4316
6/21/21,New Mexico,204961,4326
6/22/21,New Mexico,205058,4330
6/23/21,New Mexico,205134,4332
6/24/21,New Mexico,205215,4334
6/25/21,New Mexico,205290,4335
6/26/21,New Mexico,205290,4335
6/27/21,New Mexico,205290,4335
6/28/21,New Mexico,205438,4336
6/29/21,New Mexico,205484,4338
6/30/21,New Mexico,205542,4340
7/1/21,New Mexico,205629,4343
7/2/21,New Mexico,205715,4344
7/3/21,New Mexico,205715,4344
7/4/21,New Mexico,205715,4344
7/5/21,New Mexico,205715,4344
7/6/21,New Mexico,205915,4346
7/7/21,New Mexico,205996,4347
7/8/21,New Mexico,206128,4353
7/9/21,New Mexico,206252,4354
7/10/21,New Mexico,206252,4354
7/11/21,New Mexico,206252,4354
7/12/21,New Mexico,206551,4358
7/13/21,New Mexico,206666,4359
7/14/21,New Mexico,206846,4362
7/15/21,New Mexico,207002,4372
7/16/21,New Mexico,207189,4379
7/17/21,New Mexico,207189,4379
7/18/21,New Mexico,207189,4379
7/19/21,New Mexico,207566,4383
7/20/21,New Mexico,207701,4387
7/21/21,New Mexico,207972,4392
7/22/21,New Mexico,208243,4394
7/23/21,New Mexico,208487,4397
7/24/21,New Mexico,208487,4397
7/25/21,New Mexico,208487,4397
7/26/21,New Mexico,209118,4400
7/27/21,New Mexico,209356,4402
7/28/21,New Mexico,209684,4407
7/29/21,New Mexico,210085,4408
7/30/21,New Mexico,210416,4410
7/31/21,New Mexico,210416,4410
8/1/21,New Mexico,210416,4410
8/2/21,New Mexico,211492,4414
8/3/21,New Mexico,211970,4415
8/4/21,New Mexico,212577,4416
8/5/21,New Mexico,213247,4419
8/6/21,New Mexico,213793,4425
8/7/21,New Mexico,213793,4425
8/8/21,New Mexico,213793,4425
8/9/21,New Mexico,215098,4425
8/10/21,New Mexico,215781,4430
8/11/21,New Mexico,216494,4437
8/12/21,New Mexico,217773,4441
8/13/21,New Mexico,218569,4446
8/14/21,New Mexico,218569,4446
8/15/21,New Mexico,218569,4446
8/16/21,New Mexico,220340,4451
8/17/21,New Mexico,221086,4455
8/18/21,New Mexico,221960,4459
8/19/21,New Mexico,222927,4463
8/20/21,New Mexico,223796,4472
8/21/21,New Mexico,223796,4472
8/22/21,New Mexico,223796,4472
8/23/21,New Mexico,225994,4481
8/24/21,New Mexico,226868,4483
8/25/21,New Mexico,227636,4488
8/26/21,New Mexico,228558,4497
8/27/21,New Mexico,229509,4505
8/28/21,New Mexico,229509,4505
8/29/21,New Mexico,229509,4505
8/30/21,New Mexico,231785,4512
8/31/21,New Mexico,232614,4518
9/1/21,New Mexico,233487,4529
9/2/21,New Mexico,234475,4544
9/3/21,New Mexico,235390,4552
9/4/21,New Mexico,235390,4552
9/5/21,New Mexico,235390,4552
9/6/21,New Mexico,235390,4552
9/7/21,New Mexico,237889,4562
9/8/21,New Mexico,238430,4577
9/9/21,New Mexico,239006,4585
9/10/21,New Mexico,239886,4605
9/11/21,New Mexico,239886,4605
9/12/21,New Mexico,239886,4605
9/13/21,New Mexico,241663,4619
9/14/21,New Mexico,242399,4631
9/15/21,New Mexico,243085,4649
9/16/21,New Mexico,243962,4662
9/17/21,New Mexico,244720,4675
9/18/21,New Mexico,244720,4675
9/19/21,New Mexico,244720,4675
9/20/21,New Mexico,246229,4689
9/21/21,New Mexico,246639,4700
9/22/21,New Mexico,247353,4719
9/23/21,New Mexico,248075,4735
9/24/21,New Mexico,248788,4749
9/25/21,New Mexico,248788,4749
9/26/21,New Mexico,248788,4749
9/27/21,New Mexico,250774,4764
9/28/21,New Mexico,251384,4776
9/29/21,New Mexico,252017,4788
9/30/21,New Mexico,253024,4801
10/1/21,New Mexico,253815,4812
10/2/21,New Mexico,253815,4812
10/3/21,New Mexico,253815,4812
10/4/21,New Mexico,255577,4823
10/5/21,New Mexico,256116,4830
10/6/21,New Mexico,256947,4840
10/7/21,New Mexico,257970,4854
10/8/21,New Mexico,258943,4869
10/9/21,New Mexico,258943,4869
10/10/21,New Mexico,258943,4869
10/11/21,New Mexico,258943,4869
10/12/21,New Mexico,261370,4885
10/13/21,New Mexico,262078,4899
10/14/21,New Mexico,262954,4919
10/15/21,New Mexico,263755,4930
10/16/21,New Mexico,263755,4930
10/17/21,New Mexico,263755,4930
10/18/21,New Mexico,265632,4942
10/19/21,New Mexico,266148,4952
10/20/21,New Mexico,266777,4966
10/21/21,New Mexico,267909,4973
10/22/21,New Mexico,268891,4987
10/23/21,New Mexico,268891,4987
10/24/21,New Mexico,268891,4987
10/25/21,New Mexico,271212,5002
10/26/21,New Mexico,271898,5012
10/27/21,New Mexico,272855,5027
10/28/21,New Mexico,274155,5039
10/29/21,New Mexico,275209,5049
10/30/21,New Mexico,275209,5049
10/31/21,New Mexico,275209,5049
11/1/21,New Mexico,277835,5061
11/2/21,New Mexico,278509,5073
11/3/21,New Mexico,279670,5085
11/4/21,New Mexico,281282,5101
11/5/21,New Mexico,282742,5113
11/6/21,New Mexico,282742,5113
11/7/21,New Mexico,282742,5113
11/8/21,New Mexico,286086,5124
11/9/21,New Mexico,287221,5135
11/10/21,New Mexico,288557,5148
11/11/21,New Mexico,288557,5148
11/12/21,New Mexico,292078,5169
11/13/21,New Mexico,292078,5169
11/14/21,New Mexico,292078,5169
11/15/21,New Mexico,295767,5191
11/16/21,New Mexico,296790,5203
11/17/21,New Mexico,298313,5215
11/18/21,New Mexico,300101,5238
11/19/21,New Mexico,301937,5263
11/20/21,New Mexico,301937,5263
11/21/21,New Mexico,301937,5263
11/22/21,New Mexico,305579,5277
11/23/21,New Mexico,306743,5289
11/24/21,New Mexico,308091,5310
11/25/21,New Mexico,308091,5310
11/26/21,New Mexico,308091,5310
11/27/21,New Mexico,308091,5310
11/28/21,New Mexico,308091,5310
11/29/21,New Mexico,313139,5355
11/30/21,New Mexico,314264,5367
12/1/21,New Mexico,316089,5379
12/2/21,New Mexico,318135,5393
12/3/21,New Mexico,320520,5407
12/4/21,New Mexico,320520,5407
12/5/21,New Mexico,320520,5407
12/6/21,New Mexico,324311,5419
12/7/21,New Mexico,325272,5430
12/8/21,New Mexico,326713,5445
12/9/21,New Mexico,328332,5459
12/10/21,New Mexico,329778,5472
12/11/21,New Mexico,329778,5472
12/12/21,New Mexico,329778,5472
12/13/21,New Mexico,332238,5484
12/14/21,New Mexico,332975,5491
12/15/21,New Mexico,334324,5516
12/16/21,New Mexico,334324,5516
12/17/21,New Mexico,336790,5577
12/18/21,New Mexico,336790,5577
12/19/21,New Mexico,336790,5577
12/20/21,New Mexico,339894,5614
12/21/21,New Mexico,340604,5662
12/22/21,New Mexico,341509,5701
12/23/21,New Mexico,342649,5745
12/24/21,New Mexico,342649,5745
12/25/21,New Mexico,342649,5745
12/26/21,New Mexico,342649,5745
12/27/21,New Mexico,345663,5774
12/28/21,New Mexico,346461,5796
12/29/21,New Mexico,347831,5829
12/30/21,New Mexico,350043,5855
12/31/21,New Mexico,350043,5855
1/1/22,New Mexico,350043,5855
1/2/22,New Mexico,350043,5855
1/3/22,New Mexico,357480,5866
1/4/22,New Mexico,359116,5897
1/5/22,New Mexico,361629,5933
1/6/22,New Mexico,364861,5969
1/7/22,New Mexico,369113,5983
1/8/22,New Mexico,369113,5983
1/9/22,New Mexico,369113,5983
1/10/22,New Mexico,378363,6020
1/11/22,New Mexico,381295,6045
1/12/22,New Mexico,388125,6073
1/13/22,New Mexico,393736,6109
1/14/22,New Mexico,398939,6145
1/15/22,New Mexico,398939,6145
1/16/22,New Mexico,398939,6145
1/17/22,New Mexico,398939,6145
1/18/22,New Mexico,420192,6177
1/19/22,New Mexico,425920,6205
1/20/22,New Mexico,431887,6229
1/21/22,New Mexico,437927,6258
1/22/22,New Mexico,437934,6259
1/23/22,New Mexico,437934,6259
1/24/22,New Mexico,452616,6292
1/25/22,New Mexico,455947,6317
1/26/22,New Mexico,460062,6357
1/27/22,New Mexico,465244,6391
1/28/22,New Mexico,470513,6417
1/29/22,New Mexico,470513,6417
1/30/22,New Mexico,470513,6417
1/31/22,New Mexico,480087,6454
2/1/22,New Mexico,481852,6473
2/2/22,New Mexico,484454,6488
2/3/22,New Mexico,487604,6516
2/4/22,New Mexico,489701,6535
2/5/22,New Mexico,489701,6535
2/6/22,New Mexico,489701,6535
2/7/22,New Mexico,494368,6555
2/8/22,New Mexico,495769,6561
2/9/22,New Mexico,497570,6597
2/10/22,New Mexico,499392,6629
2/11/22,New Mexico,500516,6658
2/12/22,New Mexico,500516,6658
2/13/22,New Mexico,500516,6658
2/14/22,New Mexico,503623,6684
2/15/22,New Mexico,504287,6711
2/16/22,New Mexico,505359,6729
2/17/22,New Mexico,506348,6746
2/18/22,New Mexico,507323,6775
2/19/22,New Mexico,507323,6775
2/20/22,New Mexico,507323,6775
2/21/22,New Mexico,508863,6794
2/22/22,New Mexico,509178,6821
2/23/22,New Mexico,509710,6851
2/24/22,New Mexico,510330,6873
2/25/22,New Mexico,510783,6903
2/26/22,New Mexico,510783,6903
2/27/22,New Mexico,510783,6903
2/28/22,New Mexico,511434,6919
3/1/22,New Mexico,512120,6925
3/2/22,New Mexico,512550,6939
3/3/22,New Mexico,512938,6956
3/4/22,New Mexico,513311,6972
3/5/22,New Mexico,513311,6972
3/6/22,New Mexico,513311,6972
3/7/22,New Mexico,513994,6988
3/8/22,New Mexico,514170,7010
3/9/22,New Mexico,514511,7026
3/10/22,New Mexico,514901,7040
3/11/22,New Mexico,515164,7050
3/12/22,New Mexico,515164,7050
3/13/22,New Mexico,515164,7050
3/14/22,New Mexico,515531,7078
3/15/22,New Mexico,515625,7103
3/16/22,New Mexico,515818,7116
3/17/22,New Mexico,516026,7128
3/18/22,New Mexico,516171,7145
3/19/22,New Mexico,516171,7145
3/20/22,New Mexico,516171,7145
3/21/22,New Mexico,516512,7157
3/22/22,New Mexico,516628,7171
3/23/22,New Mexico,516858,7180
3/24/22,New Mexico,517060,7197
3/25/22,New Mexico,517206,7206
3/26/22,New Mexico,517206,7206
3/27/22,New Mexico,517206,7206
3/28/22,New Mexico,517521,7219
3/29/22,New Mexico,517608,7234
3/30/22,New Mexico,517742,7255
3/31/22,New Mexico,517858,7274
4/1/22,New Mexico,517951,7279
4/2/22,New Mexico,517951,7279
4/3/22,New Mexico,517951,7279
4/4/22,New Mexico,518470,7293
4/5/22,New Mexico,518557,7315
4/6/22,New Mexico,518705,7333
4/7/22,New Mexico,518820,7351
4/8/22,New Mexico,518941,7360
4/9/22,New Mexico,518941,7360
4/10/22,New Mexico,518941,7360
4/11/22,New Mexico,519262,7374
4/12/22,New Mexico,519342,7383
4/13/22,New Mexico,519510,7390
4/14/22,New Mexico,519681,7400
4/15/22,New Mexico,519833,7410
4/16/22,New Mexico,519833,7410
4/17/22,New Mexico,519833,7410
4/18/22,New Mexico,520288,7416
4/19/22,New Mexico,520402,7427
4/20/22,New Mexico,520591,7434
4/21/22,New Mexico,520828,7436
4/22/22,New Mexico,521018,7442
4/23/22,New Mexico,521018,7442
4/24/22,New Mexico,521018,7442
4/25/22,New Mexico,521432,7445
4/26/22,New Mexico,521583,7456
4/27/22,New Mexico,521823,7465
4/28/22,New Mexico,522094,7484
4/29/22,New Mexico,522329,7499
4/30/22,New Mexico,522329,7499
5/1/22,New Mexico,522329,7499
5/2/22,New Mexico,522857,7516
5/3/22,New Mexico,523023,7528
5/4/22,New Mexico,523268,7536
5/5/22,New Mexico,523621,7547
5/6/22,New Mexico,523940,7556
5/7/22,New Mexico,523940,7556
5/8/22,New Mexico,523940,7556
5/9/22,New Mexico,524644,7568
5/10/22,New Mexico,524895,7581
5/11/22,New Mexico,525249,7594
5/12/22,New Mexico,525751,7600
5/13/22,New Mexico,526137,7607
5/14/22,New Mexico,526137,7607
5/15/22,New Mexico,526137,7607
5/16/22,New Mexico,527161,7623
5/17/22,New Mexico,527534,7638
5/18/22,New Mexico,528146,7650
5/19/22,New Mexico,528699,7664
5/20/22,New Mexico,529336,7675
5/21/22,New Mexico,529336,7675
5/22/22,New Mexico,529336,7675
5/23/22,New Mexico,530772,7684
5/24/22,New Mexico,531309,7700
5/25/22,New Mexico,532240,7732
5/26/22,New Mexico,533074,7756
5/27/22,New Mexico,533867,7778
5/28/22,New Mexico,533867,7778
5/29/22,New Mexico,533867,7778
5/30/22,New Mexico,533867,7778
5/31/22,New Mexico,536017,7791
6/1/22,New Mexico,536571,7797
6/2/22,New Mexico,537552,7803
6/3/22,New Mexico,538629,7825
6/4/22,New Mexico,538629,7825
6/5/22,New Mexico,538629,7825
6/6/22,New Mexico,540931,7844
6/7/22,New Mexico,541646,7849
6/8/22,New Mexico,542746,7862
6/9/22,New Mexico,543882,7866
6/10/22,New Mexico,544867,7873
6/11/22,New Mexico,544867,7873
6/12/22,New Mexico,544867,7873
6/13/22,New Mexico,547351,7863
6/14/22,New Mexico,548119,7865
6/15/22,New Mexico,549246,7869
6/16/22,New Mexico,550337,7872
6/17/22,New Mexico,551614,7883
6/18/22,New Mexico,551614,7883
6/19/22,New Mexico,551614,7883
6/20/22,New Mexico,551614,7883
6/21/22,New Mexico,554671,7883
6/22/22,New Mexico,555592,7891
6/23/22,New Mexico,557008,7899
6/24/22,New Mexico,558259,7905
6/25/22,New Mexico,558259,7905
6/26/22,New Mexico,558259,7905
6/27/22,New Mexico,560929,7911
6/28/22,New Mexico,561665,7924
6/29/22,New Mexico,562791,7928
6/30/22,New Mexico,563848,7941
7/1/22,New Mexico,564678,7946
7/2/22,New Mexico,564678,7946
7/3/22,New Mexico,564678,7946
7/4/22,New Mexico,564678,7946
7/5/22,New Mexico,567816,7950
7/6/22,New Mexico,568434,7957
7/7/22,New Mexico,569619,7960
7/8/22,New Mexico,570866,7963
7/9/22,New Mexico,570866,7963
7/10/22,New Mexico,570866,7963
7/11/22,New Mexico,573339,7972
7/12/22,New Mexico,574117,7990
7/13/22,New Mexico,575279,8006
7/14/22,New Mexico,575862,8035
7/15/22,New Mexico,577583,8056
7/16/22,New Mexico,577583,8056
7/17/22,New Mexico,577583,8056
7/18/22,New Mexico,579993,8079
7/19/22,New Mexico,580887,8116
7/20/22,New Mexico,582061,8138
7/21/22,New Mexico,583366,8172
7/22/22,New Mexico,584404,8191
7/23/22,New Mexico,584404,8191
7/24/22,New Mexico,584404,8191
7/25/22,New Mexico,586711,8196
7/26/22,New Mexico,587656,8207
7/27/22,New Mexico,588805,8224
7/28/22,New Mexico,589993,8233
7/29/22,New Mexico,591041,8246
7/30/22,New Mexico,591041,8246
7/31/22,New Mexico,591041,8246
8/1/22,New Mexico,593026,8257
8/2/22,New Mexico,593758,8261
8/3/22,New Mexico,594632,8267
8/4/22,New Mexico,595553,8273
8/5/22,New Mexico,596599,8282
8/6/22,New Mexico,596599,8282
8/7/22,New Mexico,596599,8282
8/8/22,New Mexico,598395,8288
8/9/22,New Mexico,598960,8297
8/10/22,New Mexico,599757,8303
8/11/22,New Mexico,600612,8307
8/12/22,New Mexico,601422,8312
8/13/22,New Mexico,601422,8312
8/14/22,New Mexico,601422,8312
8/15/22,New Mexico,602930,8318
8/16/22,New Mexico,603450,8321
8/17/22,New Mexico,604185,8334
8/18/22,New Mexico,604812,8342
8/19/22,New Mexico,605490,8347
8/20/22,New Mexico,605490,8347
8/21/22,New Mexico,605490,8347
8/22/22,New Mexico,606805,8365
8/23/22,New Mexico,607443,8378
8/24/22,New Mexico,608006,8386
8/25/22,New Mexico,608632,8392
8/26/22,New Mexico,609204,8399
8/27/22,New Mexico,609204,8399
8/28/22,New Mexico,609204,8399
8/29/22,New Mexico,610439,8419
8/30/22,New Mexico,610870,8432
8/31/22,New Mexico,611310,8447
9/1/22,New Mexico,611765,8465
9/2/22,New Mexico,612146,8469
9/3/22,New Mexico,612146,8469
9/4/22,New Mexico,612146,8469
9/5/22,New Mexico,612146,8469
9/6/22,New Mexico,613025,8471
9/7/22,New Mexico,613277,8475
9/8/22,New Mexico,613588,8479
9/9/22,New Mexico,613896,8483
9/10/22,New Mexico,613896,8483
9/11/22,New Mexico,613896,8483
9/12/22,New Mexico,614669,8485
9/13/22,New Mexico,614890,8493
9/14/22,New Mexico,615162,8497
9/15/22,New Mexico,615405,8509
9/16/22,New Mexico,615598,8515
9/17/22,New Mexico,615598,8515
9/18/22,New Mexico,615598,8515
9/19/22,New Mexico,616125,8521
9/20/22,New Mexico,616360,8524
9/21/22,New Mexico,616648,8534
9/22/22,New Mexico,616931,8547
9/23/22,New Mexico,617178,8552
9/24/22,New Mexico,617178,8552
9/25/22,New Mexico,617178,8552
9/26/22,New Mexico,617669,8558
9/27/22,New Mexico,617839,8563
9/28/22,New Mexico,618126,8563
9/29/22,New Mexico,618392,8564
9/30/22,New Mexico,618683,8567
10/1/22,New Mexico,618683,8567
10/2/22,New Mexico,618683,8567
10/3/22,New Mexico,619238,8570
10/4/22,New Mexico,619479,8576
10/5/22,New Mexico,619786,8586
10/6/22,New Mexico,620060,8590
10/7/22,New Mexico,620306,8595
10/8/22,New Mexico,620306,8595
10/9/22,New Mexico,620306,8595
10/10/22,New Mexico,620306,8595
10/11/22,New Mexico,621166,8596
10/12/22,New Mexico,621483,8599
10/13/22,New Mexico,621824,8599
10/14/22,New Mexico,622170,8601
10/15/22,New Mexico,622170,8601
10/16/22,New Mexico,622170,8601
10/17/22,New Mexico,622913,8601
10/18/22,New Mexico,623179,8601
10/19/22,New Mexico,623531,8607
10/20/22,New Mexico,623982,8611
10/21/22,New Mexico,624419,8620
10/22/22,New Mexico,624419,8620
10/23/22,New Mexico,624419,8620
10/24/22,New Mexico,625238,8621
10/25/22,New Mexico,625654,8622
10/26/22,New Mexico,626168,8631
10/27/22,New Mexico,626714,8633
10/28/22,New Mexico,627203,8642
10/29/22,New Mexico,627203,8642
10/30/22,New Mexico,627203,8642
10/31/22,New Mexico,628243,8643
11/1/22,New Mexico,628725,8645
11/2/22,New Mexico,629318,8645
11/3/22,New Mexico,630082,8656
11/4/22,New Mexico,630704,8664
11/5/22,New Mexico,630704,8664
11/6/22,New Mexico,630704,8664
11/7/22,New Mexico,631988,8666
11/8/22,New Mexico,632738,8673
11/9/22,New Mexico,633631,8675
11/10/22,New Mexico,634520,8677
11/11/22,New Mexico,634520,8677
11/12/22,New Mexico,634520,8677
11/13/22,New Mexico,634520,8677
11/14/22,New Mexico,636409,8679
11/15/22,New Mexico,637216,8684
11/16/22,New Mexico,638055,8689
11/17/22,New Mexico,638873,8692
11/18/22,New Mexico,639727,8695
11/19/22,New Mexico,639727,8695
11/20/22,New Mexico,639727,8695
11/21/22,New Mexico,641259,8698
11/22/22,New Mexico,641881,8698
11/23/22,New Mexico,642634,8702
11/24/22,New Mexico,642634,8702
11/25/22,New Mexico,642634,8702
11/26/22,New Mexico,642634,8702
11/27/22,New Mexico,642634,8702
11/28/22,New Mexico,644818,8702
11/29/22,New Mexico,645666,8702
11/30/22,New Mexico,646566,8702
12/1/22,New Mexico,647334,8702
12/2/22,New Mexico,647984,8702
12/3/22,New Mexico,647984,8702
12/4/22,New Mexico,647984,8702
12/5/22,New Mexico,649575,8702
12/6/22,New Mexico,650143,8708
12/7/22,New Mexico,650779,8729
12/8/22,New Mexico,651520,8736
1/22/20,New York,0,0
1/23/20,New York,0,0
1/24/20,New York,0,0
1/25/20,New York,0,0
1/26/20,New York,0,0
1/27/20,New York,0,0
1/28/20,New York,0,0
1/29/20,New York,0,0
1/30/20,New York,0,0
1/31/20,New York,0,0
2/1/20,New York,0,0
2/2/20,New York,0,0
2/3/20,New York,0,0
2/4/20,New York,0,0
2/5/20,New York,0,0
2/6/20,New York,0,0
2/7/20,New York,0,0
2/8/20,New York,0,0
2/9/20,New York,0,0
2/10/20,New York,0,0
2/11/20,New York,0,0
2/12/20,New York,0,0
2/13/20,New York,0,0
2/14/20,New York,0,0
2/15/20,New York,0,0
2/16/20,New York,0,0
2/17/20,New York,0,0
2/18/20,New York,0,0
2/19/20,New York,0,0
2/20/20,New York,0,0
2/21/20,New York,0,0
2/22/20,New York,0,0
2/23/20,New York,0,0
2/24/20,New York,0,0
2/25/20,New York,0,0
2/26/20,New York,0,0
2/27/20,New York,0,0
2/28/20,New York,0,0
2/29/20,New York,0,0
3/1/20,New York,0,0
3/2/20,New York,0,0
3/3/20,New York,1,0
3/4/20,New York,10,0
3/5/20,New York,21,0
3/6/20,New York,24,0
3/7/20,New York,76,0
3/8/20,New York,105,0
3/9/20,New York,138,0
3/10/20,New York,152,0
3/11/20,New York,216,1
3/12/20,New York,296,1
3/13/20,New York,379,1
3/14/20,New York,557,5
3/15/20,New York,633,10
3/16/20,New York,961,21
3/17/20,New York,1407,35
3/18/20,New York,2507,60
3/19/20,New York,4221,88
3/20/20,New York,7660,143
3/21/20,New York,10410,195
3/22/20,New York,15191,249
3/23/20,New York,20884,351
3/24/20,New York,25681,475
3/25/20,New York,30841,632
3/26/20,New York,37397,867
3/27/20,New York,44701,1132
3/28/20,New York,52400,1484
3/29/20,New York,59648,1866
3/30/20,New York,66663,2278
3/31/20,New York,75853,2767
4/1/20,New York,90377,3393
4/2/20,New York,100780,4120
4/3/20,New York,111455,4857
4/4/20,New York,121705,5688
4/5/20,New York,132700,6612
4/6/20,New York,142561,7637
4/7/20,New York,149974,8908
4/8/20,New York,160185,9851
4/9/20,New York,172256,10903
4/10/20,New York,183729,11815
4/11/20,New York,192262,12751
4/12/20,New York,200635,13707
4/13/20,New York,208488,14696
4/14/20,New York,215959,15577
4/15/20,New York,222617,16346
4/16/20,New York,230506,17137
4/17/20,New York,237492,17614
4/18/20,New York,244369,18138
4/19/20,New York,251013,18672
4/20/20,New York,257399,19657
4/21/20,New York,262032,20274
4/22/20,New York,266291,20807
4/23/20,New York,271788,21442
4/24/20,New York,278456,21985
4/25/20,New York,287898,22429
4/26/20,New York,293575,22841
4/27/20,New York,297888,23297
4/28/20,New York,300796,23637
4/29/20,New York,303932,24070
4/30/20,New York,308309,24434
5/1/20,New York,312799,24800
5/2/20,New York,317174,25093
5/3/20,New York,320685,25378
5/4/20,New York,323828,25717
5/5/20,New York,325934,25990
5/6/20,New York,328057,26574
5/7/20,New York,331268,26796
5/8/20,New York,334167,27114
5/9/20,New York,336802,27341
5/10/20,New York,339202,27518
5/11/20,New York,341026,27708
5/12/20,New York,342356,27924
5/13/20,New York,343874,28126
5/14/20,New York,346213,28282
5/15/20,New York,348461,28545
5/16/20,New York,350979,28718
5/17/20,New York,353002,28848
5/18/20,New York,354500,29334
5/19/20,New York,355886,29525
5/20/20,New York,357052,29591
5/21/20,New York,358918,29666
5/22/20,New York,360818,29742
5/23/20,New York,362889,29905
5/24/20,New York,364697,29998
5/25/20,New York,366388,30123
5/26/20,New York,367349,30150
5/27/20,New York,368282,30330
5/28/20,New York,369438,30350
5/29/20,New York,371101,30441
5/30/20,New York,372473,30513
5/31/20,New York,373682,30563
6/1/20,New York,374818,30686
6/2/20,New York,375887,30765
6/3/20,New York,376676,30819
6/4/20,New York,377888,30940
6/5/20,New York,379011,30967
6/6/20,New York,380066,30988
6/7/20,New York,380923,31071
6/8/20,New York,381659,31132
6/9/20,New York,382257,31173
6/10/20,New York,382718,31232
6/11/20,New York,383528,31246
6/12/20,New York,384344,31396
6/13/20,New York,385104,31410
6/14/20,New York,385797,31437
6/15/20,New York,386464,31472
6/16/20,New York,386973,31519
6/17/20,New York,387384,31537
6/18/20,New York,388083,31569
