Date,State,Number of Confirmed Cases
1/1/21,West Virginia,87820
1/2/21,West Virginia,89327
1/3/21,West Virginia,91058
1/4/21,West Virginia,91886
1/5/21,West Virginia,93162
1/6/21,West Virginia,94678
1/7/21,West Virginia,96002
1/8/21,West Virginia,97898
1/9/21,West Virginia,99778
1/10/21,West Virginia,101212
1/11/21,West Virginia,102282
1/12/21,West Virginia,103203
1/13/21,West Virginia,104392
1/14/21,West Virginia,105219
1/15/21,West Virginia,106649
1/16/21,West Virginia,108124
1/17/21,West Virginia,108821
1/18/21,West Virginia,109809
1/19/21,West Virginia,110820
1/20/21,West Virginia,111677
1/21/21,West Virginia,112617
1/22/21,West Virginia,113615
1/23/21,West Virginia,114752
1/24/21,West Virginia,115307
1/25/21,West Virginia,115839
1/26/21,West Virginia,116978
1/27/21,West Virginia,117775
1/28/21,West Virginia,118562
1/29/21,West Virginia,119467
1/30/21,West Virginia,120340
1/31/21,West Virginia,121001
2/1/21,West Virginia,121425
2/2/21,West Virginia,121935
2/3/21,West Virginia,122470
2/4/21,West Virginia,123044
2/5/21,West Virginia,123641
2/6/21,West Virginia,124190
2/7/21,West Virginia,124708
2/8/21,West Virginia,125106
2/9/21,West Virginia,125522
2/10/21,West Virginia,125951
2/11/21,West Virginia,126420
2/12/21,West Virginia,126887
2/13/21,West Virginia,127282
2/14/21,West Virginia,127588
2/15/21,West Virginia,127889
2/16/21,West Virginia,128117
2/17/21,West Virginia,128405
2/18/21,West Virginia,128760
2/19/21,West Virginia,129055
2/20/21,West Virginia,129364
2/21/21,West Virginia,129616
2/22/21,West Virginia,129854
2/23/21,West Virginia,130139
2/24/21,West Virginia,130382
2/25/21,West Virginia,130813
2/26/21,West Virginia,131234
2/27/21,West Virginia,131580
2/28/21,West Virginia,131855
3/1/21,West Virginia,132048
3/2/21,West Virginia,132184
3/3/21,West Virginia,132416
3/4/21,West Virginia,132677
3/5/21,West Virginia,132964
3/6/21,West Virginia,133290
3/7/21,West Virginia,133445
3/8/21,West Virginia,133627
3/9/21,West Virginia,133856
3/10/21,West Virginia,134158
3/11/21,West Virginia,134496
3/12/21,West Virginia,134842
3/13/21,West Virginia,135149
3/14/21,West Virginia,135468
3/15/21,West Virginia,135678
3/16/21,West Virginia,136019
3/17/21,West Virginia,136334
3/18/21,West Virginia,136716
3/19/21,West Virginia,137092
3/20/21,West Virginia,137478
3/21/21,West Virginia,137826
3/22/21,West Virginia,138102
3/23/21,West Virginia,138429
3/24/21,West Virginia,138818
3/25/21,West Virginia,139251
3/26/21,West Virginia,139750
3/27/21,West Virginia,140316
3/28/21,West Virginia,140613
3/29/21,West Virginia,140991
3/30/21,West Virginia,141322
3/31/21,West Virginia,141738
4/1/21,West Virginia,142233
4/2/21,West Virginia,142653
4/3/21,West Virginia,143106
4/4/21,West Virginia,143456
4/5/21,West Virginia,143733
4/6/21,West Virginia,144010
4/7/21,West Virginia,144374
4/8/21,West Virginia,144820
4/9/21,West Virginia,145299
4/10/21,West Virginia,145754
4/11/21,West Virginia,146169
4/12/21,West Virginia,146462
4/13/21,West Virginia,146790
4/14/21,West Virginia,147203
4/15/21,West Virginia,147596
4/16/21,West Virginia,148071
4/17/21,West Virginia,148517
4/18/21,West Virginia,148887
4/19/21,West Virginia,149147
4/20/21,West Virginia,149462
4/21/21,West Virginia,149888
4/22/21,West Virginia,150288
4/23/21,West Virginia,150693
4/24/21,West Virginia,151068
4/25/21,West Virginia,151382
4/26/21,West Virginia,151671
4/27/21,West Virginia,151848
4/28/21,West Virginia,152301
4/29/21,West Virginia,152733
4/30/21,West Virginia,153128
5/1/21,West Virginia,153498
5/2/21,West Virginia,153918
5/3/21,West Virginia,154207
5/4/21,West Virginia,154551
5/5/21,West Virginia,154956
5/6/21,West Virginia,155341
5/7/21,West Virginia,155680
5/8/21,West Virginia,156001
5/9/21,West Virginia,156406
5/10/21,West Virginia,156617
5/11/21,West Virginia,156875
5/12/21,West Virginia,157215
5/13/21,West Virginia,157626
5/14/21,West Virginia,157923
5/15/21,West Virginia,158230
5/16/21,West Virginia,158468
5/17/21,West Virginia,158643
5/18/21,West Virginia,158888
5/19/21,West Virginia,159149
5/20/21,West Virginia,159450
5/21/21,West Virginia,159735
5/22/21,West Virginia,159735
5/23/21,West Virginia,159735
5/24/21,West Virginia,160354
5/25/21,West Virginia,160587
5/26/21,West Virginia,160777
5/27/21,West Virginia,161046
5/28/21,West Virginia,161287
5/29/21,West Virginia,161287
5/30/21,West Virginia,161287
5/31/21,West Virginia,161287
6/1/21,West Virginia,161858
6/2/21,West Virginia,161967
6/3/21,West Virginia,162111
6/4/21,West Virginia,162232
6/5/21,West Virginia,162232
6/6/21,West Virginia,162232
6/7/21,West Virginia,162540
6/8/21,West Virginia,162636
6/9/21,West Virginia,162726
6/10/21,West Virginia,162845
6/11/21,West Virginia,162939
6/12/21,West Virginia,162939
6/13/21,West Virginia,162939
6/14/21,West Virginia,163144
6/15/21,West Virginia,163221
6/16/21,West Virginia,163311
6/17/21,West Virginia,163382
6/18/21,West Virginia,163382
6/19/21,West Virginia,163382
6/20/21,West Virginia,163382
6/21/21,West Virginia,163382
6/22/21,West Virginia,163627
6/23/21,West Virginia,163689
6/24/21,West Virginia,163744
6/25/21,West Virginia,163804
6/26/21,West Virginia,163804
6/27/21,West Virginia,163804
6/28/21,West Virginia,163967
6/29/21,West Virginia,163992
6/30/21,West Virginia,164041
7/1/21,West Virginia,164097
7/2/21,West Virginia,164149
7/3/21,West Virginia,164149
7/4/21,West Virginia,164149
7/5/21,West Virginia,164149
7/6/21,West Virginia,164279
7/7/21,West Virginia,164346
7/8/21,West Virginia,164399
7/9/21,West Virginia,164465
7/10/21,West Virginia,164465
7/11/21,West Virginia,164465
7/12/21,West Virginia,164625
7/13/21,West Virginia,164685
7/14/21,West Virginia,164763
7/15/21,West Virginia,164843
7/16/21,West Virginia,164933
7/17/21,West Virginia,164933
7/18/21,West Virginia,164933
7/19/21,West Virginia,165177
7/20/21,West Virginia,165259
7/21/21,West Virginia,165398
7/22/21,West Virginia,165524
7/23/21,West Virginia,165702
7/24/21,West Virginia,165702
7/25/21,West Virginia,165702
7/26/21,West Virginia,166108
7/27/21,West Virginia,166297
7/28/21,West Virginia,166493
7/29/21,West Virginia,166748
7/30/21,West Virginia,167016
7/31/21,West Virginia,167016
8/1/21,West Virginia,167016
8/2/21,West Virginia,167681
8/3/21,West Virginia,167948
8/4/21,West Virginia,168330
8/5/21,West Virginia,168733
8/6/21,West Virginia,169162
8/7/21,West Virginia,169162
8/8/21,West Virginia,169162
8/9/21,West Virginia,170199
8/10/21,West Virginia,170656
8/11/21,West Virginia,171199
8/12/21,West Virginia,171707
8/13/21,West Virginia,171997
8/14/21,West Virginia,171997
8/15/21,West Virginia,171997
8/16/21,West Virginia,173479
8/17/21,West Virginia,174818
8/18/21,West Virginia,175638
8/19/21,West Virginia,176608
8/20/21,West Virginia,177533
8/21/21,West Virginia,177533
8/22/21,West Virginia,177533
8/23/21,West Virginia,180019
8/24/21,West Virginia,180804
8/25/21,West Virginia,181906
8/26/21,West Virginia,183354
8/27/21,West Virginia,184682
8/28/21,West Virginia,186293
8/29/21,West Virginia,187519
8/30/21,West Virginia,188660
8/31/21,West Virginia,189690
9/1/21,West Virginia,191156
9/2/21,West Virginia,192788
9/3/21,West Virginia,194505
9/4/21,West Virginia,196484
9/5/21,West Virginia,197984
9/6/21,West Virginia,199300
9/7/21,West Virginia,200308
9/8/21,West Virginia,201660
9/9/21,West Virginia,203403
9/10/21,West Virginia,205783
9/11/21,West Virginia,208045
9/12/21,West Virginia,210289
9/13/21,West Virginia,211706
9/14/21,West Virginia,213179
9/15/21,West Virginia,214984
9/16/21,West Virginia,217119
9/17/21,West Virginia,219439
9/18/21,West Virginia,221513
9/19/21,West Virginia,223117
9/20/21,West Virginia,224435
9/21/21,West Virginia,225772
9/22/21,West Virginia,227506
9/23/21,West Virginia,228983
9/24/21,West Virginia,231668
9/25/21,West Virginia,233426
9/26/21,West Virginia,234802
9/27/21,West Virginia,235965
9/28/21,West Virginia,237002
9/29/21,West Virginia,238498
9/30/21,West Virginia,240459
10/1/21,West Virginia,242104
10/2/21,West Virginia,243671
10/3/21,West Virginia,244698
10/4/21,West Virginia,245544
10/5/21,West Virginia,246408
10/6/21,West Virginia,247806
10/7/21,West Virginia,249331
10/8/21,West Virginia,250800
10/9/21,West Virginia,252067
10/10/21,West Virginia,253138
10/11/21,West Virginia,253895
10/12/21,West Virginia,254648
10/13/21,West Virginia,255778
10/14/21,West Virginia,257042
10/15/21,West Virginia,258413
10/16/21,West Virginia,259585
10/17/21,West Virginia,260444
10/18/21,West Virginia,261133
10/19/21,West Virginia,261890
10/20/21,West Virginia,262902
10/21/21,West Virginia,264002
10/22/21,West Virginia,265006
10/23/21,West Virginia,265879
10/24/21,West Virginia,266521
10/25/21,West Virginia,267398
10/26/21,West Virginia,268112
10/27/21,West Virginia,269131
10/28/21,West Virginia,270082
10/29/21,West Virginia,270984
10/30/21,West Virginia,271871
10/31/21,West Virginia,272532
11/1/21,West Virginia,273030
11/2/21,West Virginia,273659
11/3/21,West Virginia,274508
11/4/21,West Virginia,275396
11/5/21,West Virginia,276267
11/6/21,West Virginia,277133
11/7/21,West Virginia,278171
11/8/21,West Virginia,278578
11/9/21,West Virginia,278837
11/10/21,West Virginia,279694
11/11/21,West Virginia,280727
11/12/21,West Virginia,281865
11/13/21,West Virginia,282405
11/14/21,West Virginia,283075
11/15/21,West Virginia,283561
11/16/21,West Virginia,284165
11/17/21,West Virginia,285135
11/18/21,West Virginia,286249
11/19/21,West Virginia,287612
11/20/21,West Virginia,288502
11/21/21,West Virginia,288967
11/22/21,West Virginia,289524
11/23/21,West Virginia,290026
11/24/21,West Virginia,290909
11/25/21,West Virginia,290909
11/26/21,West Virginia,290909
11/27/21,West Virginia,290909
11/28/21,West Virginia,290909
11/29/21,West Virginia,294014
11/30/21,West Virginia,294794
12/1/21,West Virginia,295949
12/2/21,West Virginia,297415
12/3/21,West Virginia,298659
12/4/21,West Virginia,299827
12/5/21,West Virginia,300660
12/6/21,West Virginia,301349
12/7/21,West Virginia,302120
12/8/21,West Virginia,303173
12/9/21,West Virginia,304355
12/10/21,West Virginia,305418
12/11/21,West Virginia,306552
12/12/21,West Virginia,307432
12/13/21,West Virginia,308204
12/14/21,West Virginia,308985
12/15/21,West Virginia,310245
12/16/21,West Virginia,311524
12/17/21,West Virginia,312692
12/18/21,West Virginia,313890
12/19/21,West Virginia,314791
12/20/21,West Virginia,315571
12/21/21,West Virginia,316391
12/22/21,West Virginia,317540
12/23/21,West Virginia,319035
12/24/21,West Virginia,319035
12/25/21,West Virginia,319035
12/26/21,West Virginia,319035
12/27/21,West Virginia,322485
12/28/21,West Virginia,323538
12/29/21,West Virginia,325514
12/30/21,West Virginia,328162
12/31/21,West Virginia,328162
1/1/22,West Virginia,328162
1/2/22,West Virginia,328162
1/3/22,West Virginia,337326
1/4/22,West Virginia,339679
1/5/22,West Virginia,342607
1/6/22,West Virginia,347554
1/7/22,West Virginia,351688
1/8/22,West Virginia,355872
1/9/22,West Virginia,357980
1/10/22,West Virginia,360269
1/11/22,West Virginia,362777
1/12/22,West Virginia,367217
1/13/22,West Virginia,372674
1/14/22,West Virginia,377735
1/15/22,West Virginia,382958
1/16/22,West Virginia,387115
1/17/22,West Virginia,390788
1/18/22,West Virginia,392737
1/19/22,West Virginia,396343
1/20/22,West Virginia,401796
1/21/22,West Virginia,407131
1/22/22,West Virginia,413631
1/23/22,West Virginia,418887
1/24/22,West Virginia,422265
1/25/22,West Virginia,425013
1/26/22,West Virginia,429016
1/27/22,West Virginia,434221
1/28/22,West Virginia,438889
